STOCK_CODE,TOTAL_STOCK,INCOMING_QTY_AVAILABLE,DUE_DATE,DISCONTINUED
IR13-0158-PAT-290X198,1,0,,
IR13-0159-PAT-289X197,1,0,,
IR13-0160-PAT-290X198,0,0,,
IR13-0161-PAT-288X195,1,0,,
IR13-0162-PAT-290X198,1,0,,
IR13-0163-PAT-290X198,1,0,,
IR13-0164-PAT-290X195,1,0,,
IR13-0165-PAT-289X199,1,0,,
IR13-0166-PAT-288X198,1,0,,
IR13-0167-PAT-290X200,1,0,,
IR13-0168-PAT-289X199,1,0,,
IR13-0169-PAT-290X200,1,0,,
IR13-0170-PAT-290X200,1,0,,
IR13-0171-PAT-290X200,1,0,,
IR13-0172-PAT-285X199,1,0,,
IR13-0173-PAT-327X237,1,0,,
IR13-0174-PAT-330X238,1,0,,
IR13-0175-PAT-327X237,1,0,,
IR13-0176-PAT-327X237,1,0,,
IR13-0177-PAT-327X237,1,0,,
IR13-0178-PAT-327X237,1,0,,
IR13-0179-PAT-327X237,1,0,,
IR13-0180-PAT-327X237,1,0,,
IR13-0181-KIL-151X151,1,0,,
IR13-0182-KIL-148X148,1,0,,
IR13-0183-KIL-150X150,1,0,,
IR13-0184-KIL-150X150,1,0,,
IR13-0185-KIL-151X151,1,0,,
IR13-0186-KIL-193X193,1,0,,
IR13-0187-KIL-195X195,1,0,,
IR13-0188-KIL-197X197,1,0,,
IR13-0189-KIL-237X237,1,0,,
IR13-0190-KIL-239X239,1,0,,
IR13-0191-KIL-236X236,1,0,,
IR13-0192-KIL-240X240,1,0,,
IR13-0193-KIL-241X241,1,0,,
IR13-0194-KIL-228X158,1,0,,
IR13-0195-KIL-225X159,1,0,,
IR13-0196-KIL-226X161,1,0,,
IR13-0197-KIL-226X157,1,0,,
IR13-0198-KIL-231X157,0,0,,
IR13-0199-KIL-149X149,1,0,,
IR13-0200-KIL-149X149,1,0,,
IR13-0201-KIL-149X149,1,0,,
IR13-0202-KIL-150X150,1,0,,
IR13-0203-KIL-200X200,1,0,,
IR13-0204-KIL-199X199,1,0,,
IR13-0205-KIL-199X199,1,0,,
IR13-0206-KIL-199X199,1,0,,
IR13-0207-KIL-199X199,1,0,,
IR13-0208-KIL-198X198,1,0,,
IR13-0209-KIL-238X238,1,0,,
IR13-0210-KIL-238X238,1,0,,
IR13-0211-KIL-237X237,1,0,,
IR13-0212-KIL-238X238,1,0,,
IR13-0213-KIL-226X158,1,0,,
IR13-0214-KIL-227X158,1,0,,
IR13-0215-KIL-227X158,1,0,,
IR13-0216-KIL-227X159,1,0,,
IR13-0217-KIL-284X197,1,0,,
IR13-0218-KIL-282X198,1,0,,
IR13-0219-KIL-285X200,1,0,,
IR13-0220-KIL-285X200,1,0,,
IR13-0221-KIL-323X237,1,0,,
IR13-0222-KIL-324X237,1,0,,
IR13-0223-KIL-323X236,1,0,,
IR13-0224-KIL-324X236,1,0,,
IR13-0225-KIL-149X149,1,0,,
IR13-0226-KIL-149X149,1,0,,
IR13-0227-KIL-149X149,1,0,,
IR13-0228-KIL-150X150,1,0,,
IR13-0229-KIL-198X198,1,0,,
IR13-0230-KIL-197X197,1,0,,
IR13-0231-KIL-198X198,1,0,,
IR13-0232-KIL-196X196,1,0,,
IR13-0233-KIL-199X199,1,0,,
IR13-0234-KIL-199X199,1,0,,
IR13-0235-KIL-238X238,1,0,,
IR13-0236-KIL-238X238,1,0,,
IR13-0237-KIL-237X237,1,0,,
IR13-0238-KIL-237X237,1,0,,
IR13-0239-KIL-237X237,1,0,,
IR13-0240-KIL-237X237,1,0,,
IR13-0241-KIL-228X157,0,0,,
IR13-0242-KIL-230X158,1,0,,
IR13-0243-KIL-232X158,1,0,,
IR13-0244-KIL-235X157,1,0,,
IR13-0245-KIL-231X158,1,0,,
IR13-0246-KIL-228X157,1,0,,
IR13-0247-KIL-284X201,1,0,,
IR13-0248-KIL-283X199,1,0,,
IR13-0249-KIL-285X200,1,0,,
IR13-0250-KIL-284X199,1,0,,
IR13-0251-KIL-323X236,1,0,,
IR13-0252-KIL-323X236,1,0,,
IR13-0253-KIL-148X148,1,0,,
IR13-0254-KIL-148X148,1,0,,
IR13-0255-KIL-150X150,1,0,,
IR13-0256-KIL-150X150,1,0,,
IR13-0257-KIL-199X199,1,0,,
IR13-0258-KIL-197X197,1,0,,
IR13-0259-KIL-197X197,1,0,,
IR13-0260-KIL-198X198,1,0,,
IR13-0261-KIL-196X196,1,0,,
IR13-0262-KIL-198X198,1,0,,
IR13-0263-KIL-237X237,1,0,,
IR13-0264-KIL-238X238,1,0,,
IR13-0265-KIL-236X236,1,0,,
IR13-0266-KIL-237X237,1,0,,
IR13-0267-KIL-225X157,1,0,,
IR13-0268-KIL-225X157,1,0,,
IR13-0269-KIL-226X157,1,0,,
IR13-0270-KIL-226X155,1,0,,
IR13-0271-KIL-225X158,1,0,,
IR13-0272-KIL-226X157,1,0,,
IR13-0273-KIL-283X196,1,0,,
IR13-0274-KIL-283X197,1,0,,
IR13-0275-KIL-283X197,1,0,,
IR13-0276-KIL-283X197,1,0,,
IR13-0277-KIL-324X235,1,0,,
IR13-0278-KIL-323X234,1,0,,
IR13-0279-KIL-150X150,1,0,,
IR13-0280-KIL-150X150,0,0,,
IR13-0281-KIL-150X150,1,0,,
IR13-0282-KIL-150X150,1,0,,
IR13-0283-KIL-200X200,0,0,,
IR13-0284-KIL-200X200,1,0,,
IR13-0285-KIL-199X199,1,0,,
IR13-0286-KIL-201X201,1,0,,
IR13-0287-KIL-200X200,1,0,,
IR13-0288-KIL-199X199,1,0,,
IR13-0289-KIL-240X240,1,0,,
IR13-0290-KIL-239X239,1,0,,
IR13-0291-KIL-240X240,1,0,,
IR13-0292-KIL-240X240,1,0,,
IR13-0293-KIL-238X158,1,0,,
IR13-0294-KIL-238X159,1,0,,
IR13-0295-KIL-239X158,0,0,,
IR13-0296-KIL-238X157,1,0,,
IR13-0297-KIL-238X158,1,0,,
IR13-0298-KIL-238X158,1,0,,
IR13-0299-KIL-335X237,1,0,,
IR13-0300-KIL-335X238,1,0,,
IR13-0301-KIL-336X238,1,0,,
IR13-0302-KIL-336X238,1,0,,
IR13-0303-KIL-294X197,1,0,,
IR13-0304-KIL-293X196,1,0,,
IR13-0305-KIL-296X197,1,0,,
IR13-0306-KIL-296X197,1,0,,
IR13-0307-KIL-197X197,1,0,,
IR13-0308-KIL-198X198,1,0,,
IR13-0309-KIL-200X200,1,0,,
IR13-0310-KIL-150X150,1,0,,
IR13-0311-KIL-238X238,1,0,,
IR13-0312-KIL-322X239,1,0,,
IR13-0313-KIL-321X238,1,0,,
IR13-0314-KIL-320X238,1,0,,
IR13-0315-KIL-322X239,1,0,,
IR13-0316-KIL-287X197,1,0,,
IR13-0317-KIL-288X198,1,0,,
IR13-0318-KIL-284X198,1,0,,
IR13-0319-KIL-285X198,1,0,,
IR13-0320-KIL-223X156,1,0,,
IR13-0321-KIL-228X159,1,0,,
IR13-0322-KIL-228X159,1,0,,
IR-1398-TAB-385X300,1,0,,
IR-1431-305X195,0,0,,
IR-1652-HAM-200X138,0,0,,
IR-1712-KIL-300X196,1,0,,
IR2-0001-NAE-248X192,0,0,,
IR2-0002-NAE-251X205,0,0,,
IR2-0003-NAE-247X195,0,0,,
IR2-0004-NAE-248X196,0,0,,
IR2-0005-NAE-266X197,0,0,,
IR2-0006-NAE-242X199,0,0,,
IR2-0007-NAE-257X200,0,0,,
IR2-0008-NAE-258X201,0,0,,
IR2-0009-NAE-267X200,0,0,,
IR2-0010-NAE-249X188,0,0,,
IR2-0011-NAE-201X202,0,0,,
IR2-0012-NAE-192X197,0,0,,
IR2-0013-NAE-200X198,0,0,,
IR2-0014-NAE-198X197,0,0,,
IR2-0015-NAE-202X202,0,0,,
IR2-0016-NAE-209X194,0,0,,
IR2-0017-NAE-201X198,0,0,,
IR2-0018-NAE-192X197,0,0,,
IR2-0019-NAE-200X206,0,0,,
IR2-0020-NAE-212X147,0,0,,
IR2-0021-NAE-200X154,0,0,,
IR2-0022-NAE-192X145,0,0,,
IR2-0023-NAE-194X152,0,0,,
IR2-0024-NAE-206X157,0,0,,
IR2-0025-NAE-206X192,0,0,,
IR2-0026-NAE-207X122,0,0,,
IR2-0027-NAE-198X117,0,0,,
IR2-0028-NAE-207X117,0,0,,
IR2-0029-NAE-200X119,0,0,,
IR2-0030-NAE-201X125,0,0,,
IR2-0031-NAE-206X119,0,0,,
IR2-0032-NAE-199X120,0,0,,
IR2-0033-NAE-193X115,0,0,,
IR2-0034-NAE-203X123,0,0,,
IR2-0035-NAE-202X113,0,0,,
IR2-0036-NAE-253X156,0,0,,
IR2-0037-NAE-269X153,0,0,,
IR2-0038-NAE-233X170,0,0,,
IR2-0039-NAE-253X165,0,0,,
IR2-0040-NAE-253X156,0,0,,
IR2-0041-NAE-252X158,0,0,,
IR2-0042-NAE-260X154,0,0,,
IR2-0043-NAE-263X160,0,0,,
IR2-0044-NAE-233X170,0,0,,
IR2-0045-NAE-189X78,1,0,,
IR2-0046-NAE-196X79,0,0,,
IR2-0047-NAE-192X79,1,0,,
IR2-0048-NAE-195X78,0,0,,
IR2-0049-NAE-193X75,0,0,,
IR2-0050-NAE-199X76,0,0,,
IR2-0051-NAE-201X77,0,0,,
IR2-0052-NAE-202X78,0,0,,
IR2-0053-NAE-188X78,0,0,,
IR2-0054-NAE-202X80,0,0,,
IR2-0055-NAE-197X78,0,0,,
IR2-0056-NAE-196X79,0,0,,
IR2-0057-NAE-295X77,0,0,,
IR2-0058-NAE-296X201,0,0,,
IR2-0059-NAE-296X203,0,0,,
IR2-0060-NAE-296X195,0,0,,
IR2-0061-NAE-304X203,1,0,,
IR2-0062-NAE-293X80,0,0,,
IR2-0063-NAE-297X80,0,0,,
IR2-0064-NAE-308X198,0,0,,
IR2-0065-NAE-295X204,0,0,,
IR2-0066-NAE-293X77,0,0,,
IR2-0067-NAE-298X79,0,0,,
IR2-0068-NAE-304X197,0,0,,
IR2-0069-NAE-310X195,0,0,,
IR2-0070-NAE-289X78,0,0,,
IR2-0071-NAE-293X75,0,0,,
IR2-0072-NAE-319X198,0,0,,
IR2-0073-NAE-274X79,0,0,,
IR2-0074-NAE-292X80,0,0,,
IR2-0075-NAE-302X79,0,0,,
IR2-0076-NAE-294X81,0,0,,
IR2-0077-NAE-301X77,0,0,,
IR2-0078-NAE-258X80,0,0,,
IR2-0079-NAE-156X149,0,0,,
IR2-0080-NAE-155X146,0,0,,
IR2-0081-NAE-159X145,0,0,,
IR2-0082-NAE-148X147,0,0,,
IR2-0083-NAE-139X93,0,0,,
IR2-0084-NAE-140X89,0,0,,
IR2-0085-NAE-147X89,0,0,,
IR2-0086-NAE-146X88,0,0,,
IR2-0087-NAE-139X91,0,0,,
IR2-0088-NAE-138X92,0,0,,
IR2-0089-NAE-138X89,0,0,,
IR2-0090-NAE-145X85,0,0,,
IR2-0091-NAE-137X88,0,0,,
IR2-0092-NAE-141X89,0,0,,
IR2-0093-NAE-148X151,0,0,,
IR2-0094-NAE-148X155,0,0,,
IR2-0095-NAE-150X152,1,0,,
IR2-0096-NAE-154X150,0,0,,
IR2-0097-NAE-153X148,0,0,,
IR2-0098-NAE-143X145,0,0,,
IR2-0099-NAE-135X69,0,0,,
IR2-0100-NAE-142X70,0,0,,
IR2-0101-NAE-139X70,0,0,,
IR2-0102-NAE-137X70,0,0,,
IR2-0103-NAE-135X71,0,0,,
IR2-0104-NAE-134X72,0,0,,
IR2-0105-NAE-139X72,0,0,,
IR2-0106-NAE-141X74,0,0,,
IR2-0107-NAE-139X70,0,0,,
IR2-0108-NAE-136X71,0,0,,
IR2-0109-MOO-150X99,0,0,,
IR2-0110-MOO-148X96,0,0,,
IR2-0111-MOO-147X99,0,0,,
IR2-0112-MOO-150X100,0,0,,
IR2-0113-MOO-150X98,0,0,,
IR2-0114-MOO-150X101,0,0,,
IR2-0115-MOO-149X95,0,0,,
IR2-0116-MOO-146X100,0,0,,
IR2-0117-MOO-146X97,0,0,,
IR2-0118-MOO-153X104,0,0,,
IR2-0119-MOO-146X98,0,0,,
IR2-0120-MOO-147X98,0,0,,
IR2-0121-MOO-148X95,0,0,,
IR2-0122-MOO-146X98,0,0,,
IR2-0123-MOO-155X100,1,0,,
IR2-0124-LOR-258X140,0,0,,
IR2-0125-TOY-210X130,0,0,,
IR2-0126-HOS-222X155,0,0,,
IR2-0127-LOR-260X167,0,0,,
IR2-0128-KOL-258X150,0,0,,
IR2-0129-LOR-253X150,0,0,,
IR2-0130-HAM-210X134,0,0,,
IR2-0131-HAM-245X153,0,0,,
IR2-0132-SHA-200X130,0,0,,
IR2-0133-TOY-243X150,0,0,,
IR2-0134-NAH-273X145,0,0,,
IR2-0135-BRO-210X148,0,0,,
IR2-0136-HAM-240X137,0,0,,
IR2-0137-TOY-252X135,0,0,,
IR2-0138-HAM-220X160,0,0,,
IR2-0139-HAM-212X140,0,0,,
IR2-0140-HAM-205X140,0,0,,
IR2-0141-TOY-255X154,0,0,,
IR2-0142-TOY-266X158,0,0,,
IR2-0143-NAH-260X145,0,0,,
IR2-0144-HAM-228X160,0,0,,
IR2-0145-KAS-260X150,0,0,,
IR2-0146-HAM-264X163,0,0,,
IR2-0147-NAH-250X162,0,0,,
IR2-0148-GOL-205X130,0,0,,
IR2-0149-GOL-220X135,0,0,,
IR2-0150-HAM-213X143,0,0,,
IR2-0151-LOR-245X160,0,0,,
IR2-0152-NAH-255X158,0,0,,
IR2-0153-HAM-203X135,0,0,,
IR2-0154-GOL-250X130,0,0,,
IR2-0155-LOR-243X160,0,0,,
IR2-0156-JOO-215X158,0,0,,
IR2-0157-NAH-238X150,0,0,,
IR2-0158-LOR-260X145,0,0,,
IR2-0159-ZAN-210X128,0,0,,
IR2-0160-TOY-220X123,0,0,,
IR2-0161-TOY-220X132,0,0,,
IR2-0162-HAM-205X130,0,0,,
IR2-0163-ZAN-260X147,0,0,,
IR2-0164-LOR-262X135,0,0,,
IR2-0165-HAM-240X160,0,0,,
IR2-0166-HAM-200X128,0,0,,
IR2-0167-HAM-205X140,0,0,,
IR2-0168-SAND-245X138,0,0,,
IR2-0169-HAM-205X133,0,0,,
IR2-0170-BAK-248X148,0,0,,
IR2-0171-BAK-205X162,0,0,,
IR2-0172-LOR-240X175,0,0,,
IR2-0173-KOL-245X156,0,0,,
IR2-0174-VIS-220X132,0,0,,
IR2-0175-LOR-280X137,1,0,,
IR2-0176-KOL-275X130,0,0,,
IR2-0177-KOL-240X157,0,0,,
IR2-0178-HAM-245X117,0,0,,
IR2-0179-HAM-200X120,0,0,,
IR2-0180-KOL-257X140,0,0,,
IR2-0181-HAM-220X132,0,0,,
IR2-0182-HAM-238X110,0,0,,
IR2-0183-HAM-220X146,0,0,,
IR2-0184-HAM-254X141,0,0,,
IR2-0185-JOO-225X138,0,0,,
IR2-0186-HAM-210X130,0,0,,
IR2-0187-HAM-215X117,1,0,,
IR2-0188-HAM-240X145,0,0,,
IR2-0189-HAM-233X140,0,0,,
IR2-0190-HAM-217X140,0,0,,
IR2-0191-HAM-250X144,0,0,,
IR2-0192-HAM-215X147,0,0,,
IR2-0193-SAN-175X140,0,0,,
IR2-0194-SIR-180X124,0,0,,
IR2-0195-HAM-220X128,0,0,,
IR2-0196-HAM-190X123,0,0,,
IR2-0197-LOR-240X140,0,0,,
IR2-0198-HAM-198X125,0,0,,
IR2-0199-HAM-230X137,0,0,,
IR2-0200-HAM-202X133,0,0,,
IR2-0201-HAM-250X130,0,0,,
IR2-0202-ARA-215X138,0,0,,
IR2-0203-HAM-225X122,0,0,,
IR2-0204-HAM-205X130,0,0,,
IR2-0205-HAM-197X145,0,0,,
IR2-0206-BRO-198X135,0,0,,
IR2-0207-HAM-210X120,0,0,,
IR2-0208-HAM-253X127,0,0,,
IR2-0209-HAM-185X125,0,0,,
IR2-0210-HAM-225X143,0,0,,
IR2-0211-HAM-253X140,0,0,,
IR2-0212-HAM-253X153,0,0,,
IR2-0213-HAM-255X145,0,0,,
IR2-0214-HAM-185X120,0,0,,
IR2-0215-HAM-210X142,0,0,,
IR2-0216-HAM-245X160,0,0,,
IR2-0217-HAM-228X138,0,0,,
IR2-0218-HAM-222X154,0,0,,
IR2-0219-NAH-260X160,0,0,,
IR2-0220-BAK-263X145,0,0,,
IR2-0221-BAK-212X160,0,0,,
IR2-0222-BAK-243X170,0,0,,
IR2-0223-BAK-238X152,0,0,,
IR2-0224-BAK-200X143,0,0,,
IR2-0225-BAK-200X150,0,0,,
IR2-0226-BAK-238X175,0,0,,
IR2-0227-BAK-210X162,0,0,,
IR2-0228-BAK-210X165,0,0,,
IR2-0229-BAK-240X157,0,0,,
IR2-0230-BAK-208X153,0,0,,
IR2-0231-BAK-204X160,0,0,,
IR2-0232-BAK-253X170,0,0,,
IR2-0233-BAK-285X135,0,0,,
IR2-0234-BAK-207X138,0,0,,
IR2-0235-BAK-210X160,0,0,,
IR2-0236-BAK-218X165,0,0,,
IR2-0237-BAK-245X155,0,0,,
IR2-0238-BAK-205X150,0,0,,
IR2-0239-BAK-210X160,0,0,,
IR2-0240-BAK-195X148,0,0,,
IR2-0241-BAK-215X167,0,0,,
IR2-0242-BAK-205X147,0,0,,
IR2-0243-BAK-210X155,0,0,,
IR2-0244-BAK-225X170,0,0,,
IR2-0245-BAK-195X167,0,0,,
IR2-0246-BAK-248X150,0,0,,
IR2-0247-BAK-260X150,0,0,,
IR2-0248-BAK-200X160,0,0,,
IR2-0249-BAK-205X160,0,0,,
IR2-0250-BAK-213X163,0,0,,
IR2-0251-BAK-255X160,0,0,,
IR2-0252-BAK-240X158,0,0,,
IR2-0253-BAK-235X180,0,0,,
IR2-0254-BAK-207X145,0,0,,
IR2-0255-BAK-210X147,0,0,,
IR2-0256-BAK-207X147,0,0,,
IR2-0257-BAK-237X165,0,0,,
IR2-0258-BAK-215X148,0,0,,
IR2-0259-BAK-235X193,0,0,,
IR2-0260-BAK-220X150,0,0,,
IR2-0261-BAK-200X132,0,0,,
IR2-0262-BAK-256X155,0,0,,
IR2-0263-BAK-263X178,0,0,,
IR2-0264-BAK-260X157,0,0,,
IR2-0265-BAK-258X168,0,0,,
IR2-0266-BAK-260X157,0,0,,
IR2-0267-BAK-207X152,0,0,,
IR2-0268-BAK-303X160,0,0,,
IR2-0269-HAM-305X100,0,0,,
IR2-0270-HAM-242X100,0,0,,
IR2-0271-HAM-320X120,0,0,,
IR2-0272-HAM-300X95,0,0,,
IR2-0273-HAM-295X92,0,0,,
IR2-0274-HAM-270X80,0,0,,
IR2-0275-HAM-305X80,0,0,,
IR2-0276-SAN-300X96,0,0,,
IR2-0277-HAM-287X81,0,0,,
IR2-0278-VIS-318X81,0,0,,
IR2-0279-HAM-325X82,0,0,,
IR2-0280-HAM-275X90,0,0,,
IR2-0281-HAM-280X81,0,0,,
IR2-0282-BRO-515X117,1,0,,
IR2-0283-BRO-520X115,1,0,,
IR2-0284-BAK-430X98,0,0,,
IR2-0285-HAM-435X105,0,0,,
IR2-0286-HAM-450X120,1,0,,
IR2-0287-HAM-440X110,1,0,,
IR2-0288-HAM-500X125,1,0,,
IR2-0289-SAV-448X108,1,0,,
IR2-0290-HAM-355X116,1,0,,
IR2-0291-HAM-400X105,1,0,,
IR2-0292-HAM-385X100,0,0,,
IR2-0293-HAM-425X110,0,0,,
IR2-0294-HAM-420X110,1,0,,
IR2-0295-NAH-500X105,0,0,,
IR2-0296-HAM-403X112,1,0,,
IR2-0297-TAB-568X110,1,0,,
IR2-0298-HOS-510X97,1,0,,
IR2-0299-HAM-375X100,1,0,,
IR2-0300-HAM-340X100,1,0,,
IR2-0301-GHA-412X102,0,0,,
IR2-0302-HAM-415X105,1,0,,
IR2-0303-HAM-420X110,0,0,,
IR2-0304-HAM-405X107,0,0,,
IR2-0305-HAM-410X110,0,0,,
IR2-0306-HAM-390X107,0,0,,
IR2-0307-HAM-410X105,0,0,,
IR2-0308-HAM-390X104,0,0,,
IR2-0309-HAM-385X110,0,0,,
IR2-0310-HAM-405X110,1,0,,
IR2-0311-HAM-300X120,0,0,,
IR2-0312-HAM-450X108,1,0,,
IR2-0313-HAM-298X148,1,0,,
IR2-0314-HAM-390X150,0,0,,
IR2-0315-HAM-273X163,0,0,,
IR2-0316-HAM-285X160,0,0,,
IR2-0317-HAM-300X155,0,0,,
IR2-0318-HAM-297X173,0,0,,
IR2-0319-HAM-345X165,0,0,,
IR2-0320-HAM-300X147,0,0,,
IR2-0321-HAM-300X170,0,0,,
IR2-0322-HAM-308X170,0,0,,
IR2-0323-HAM-330X168,0,0,,
IR2-0324-HAM-290X158,0,0,,
IR2-0325-KOL-295X153,0,0,,
IR2-0326-KOL-278X155,1,0,,
IR2-0327-KOL-278X158,0,0,,
IR2-0328-HAM-297X158,0,0,,
IR2-0329-KOL-290X155,0,0,,
IR2-0330-HAM-305X155,0,0,,
IR2-0331-HAM-310X148,0,0,,
IR2-0332-HAM-310X153,0,0,,
IR2-0333-KOL-315X145,0,0,,
IR2-0334-KOL-297X150,1,0,,
IR2-0335-HAM-325X158,0,0,,
IR2-0336-BAK-303X153,0,0,,
IR2-0337-BAK-303X157,0,0,,
IR2-0338-BAK-295X165,0,0,,
IR2-0339-BAK-297X166,0,0,,
IR2-0340-BAK-275X160,0,0,,
IR2-0341-BAK-290X150,0,0,,
IR2-0342-NAH-260X170,0,0,,
IR2-0343-BAK-302X220,0,0,,
IR2-0344-BAK-316X212,0,0,,
IR2-0345-BAK-310X218,0,0,,
IR2-0346-BAK-305X205,0,0,,
IR2-0347-BAK-290X200,0,0,,
IR2-0348-BAK-300X205,0,0,,
IR2-0349-BAK-285X200,0,0,,
IR2-0350-BAK-310X203,0,0,,
IR2-0351-BAK-298X207,0,0,,
IR2-0352-BAK-290X207,0,0,,
IR2-0353-BAK-305X208,0,0,,
IR2-0354-BAK-278X195,0,0,,
IR2-0355-BAK-295X205,0,0,,
IR2-0356-KOL-308X200,0,0,,
IR2-0357-KOL-330X207,0,0,,
IR2-0358-VIS-348X220,0,0,,
IR2-0359-BAK-310X207,0,0,,
IR2-0360-SHI-236X169,0,0,,
IR2-0361-SHI-254X172,0,0,,
IR2-0362-SHI-241X166,0,0,,
IR2-0363-SHI-250X163,0,0,,
IR2-0364-SHI-203X156,0,0,,
IR2-0365-SHI-243X158,0,0,,
IR2-0366-SHI-243X168,0,0,,
IR2-0367-SHI-261X162,0,0,,
IR2-0368-SHI-230X160,0,0,,
IR2-0369-SHI-250X168,0,0,,
IR2-0370-SHI-264X170,0,0,,
IR2-0371-SHI-243X149,0,0,,
IR2-0372-SHI-259X168,0,0,,
IR2-0373-SHI-192X157,0,0,,
IR2-0374-SHI-253X172,0,0,,
IR2-0375-SHI-237X156,0,0,,
IR2-0376-SHI-258X161,0,0,,
IR2-0377-SHI-248X167,0,0,,
IR2-0378-SHI-308X211,0,0,,
IR2-0379-SHI-309X214,0,0,,
IR2-0380-SHI-311X206,0,0,,
IR2-0381-SHI-307X211,0,0,,
IR2-0382-SHI-316X211,0,0,,
IR2-0383-SHI-290X204,0,0,,
IR2-0384-SHI-305X214,0,0,,
IR2-0385-SHI-263X166,0,0,,
IR2-0386-SHI-256X173,0,0,,
IR2-0387-SHI-298X205,0,0,,
IR2-0388-ARD-247X150,0,0,,
IR2-0389-ARD-253X158,0,0,,
IR2-0390-ARD-252X152,0,0,,
IR2-0391-ARD-256X145,0,0,,
IR2-0392-ARD-255X150,0,0,,
IR2-0393-ARD-250X150,0,0,,
IR2-0394-ARD-247X146,0,0,,
IR2-0395-TAB-238X170,0,0,,
IR2-0396-TAB-241X170,1,0,,
IR2-0397-TAB-225X170,1,0,,
IR2-0398-TAB-248X171,0,0,,
IR2-0399-KAS-518X341,0,0,,
IR2-0400-ARD-347X120,0,0,,
IR2-0401-ARD-324X124,0,0,,
IR2-0402-KAS-394X262,0,0,,
IR2-0403-KAS-382X277,0,0,,
IR2-0404-KAS-418X310,0,0,,
IR2-0405-KAS-447X314,0,0,,
IR2-0406-KAS-405X295,0,0,,
IR2-0407-KAS-378X280,0,0,,
IR2-0408-ARD-360X248,0,0,,
IR2-0409-KAS-350X250,0,0,,
IR2-0410-KAS-418X305,0,0,,
IR2-0411-KAS-416X306,0,0,,
IR2-0412-KAS-396X310,0,0,,
IR2-0413-KAS-402X300,0,0,,
IR2-0414-KAS-415X295,0,0,,
IR2-0415-KAS-412X305,0,0,,
IR2-0416-KAS-364X252,0,0,,
IR2-0417-KAS-370X250,0,0,,
IR2-0418-KAS-395X280,0,0,,
IR2-0419-KAS-385X265,0,0,,
IR2-0420-KAS-393X292,0,0,,
IR2-0421-ARD-405X295,0,0,,
IR2-0422-ARD-412X300,0,0,,
IR2-0423-KAS-390X300,0,0,,
IR2-0424-KAS-420X300,0,0,,
IR2-0425-KAS-400X295,0,0,,
IR2-0426-KAS-421X300,0,0,,
IR2-0427-KAS-400X295,0,0,,
IR2-0428-KAS-400X280,0,0,,
IR2-0429-ARD-400X297,0,0,,
IR2-0430-KAS-412X297,0,0,,
IR2-0431-KAS-415X300,0,0,,
IR2-0432-KAS-515X334,0,0,,
IR2-0433-NAE-350X240,1,0,,
IR2-0434-KAS-310X200,0,0,,
IR2-0435-NAE-300X194,0,0,,
IR2-0436-KAS-428X297,0,0,,
IR2-0437-JOS-343X250,0,0,,
IR2-0438-JOS-367X252,1,0,,
IR-2191-CHO-227X97,1,0,,
IR-2798-KER-375X277,1,0,,
IR3-0001-KAS-395X295,1,0,,
IR3-0002-KAS-406X300,1,0,,
IR3-0003-KAS-412X300,1,0,,
IR3-0004-KAS-425X308,0,0,,
IR3-0005-KAS-435X306,0,0,,
IR3-0006-KAS-420X300,0,0,,
IR3-0007-KAS-420X300,0,0,,
IR3-0008-KAS-393X300,1,0,,
IR3-0009-KAS-410X303,1,0,,
IR3-0010-KAS-395X303,1,0,,
IR3-0011-KAS-380X270,1,0,,
IR3-0012-KAS-250X252,0,0,,
IR3-0013-KAS-360X250,1,0,,
IR3-0014-KAS-395X300,0,0,,
IR3-0015-KAS-422X298,1,0,,
IR3-0016-KAS-392X300,0,0,,
IR3-0017-KAS-390X300,1,0,,
IR3-0018-KAS-310X208,0,0,,
IR3-0019-KAS-300X200,0,0,,
IR3-0020-KAS-308X195,0,0,,
IR3-0021-KAS-300X210,0,0,,
IR3-0022-KAS-305X200,0,0,,
IR3-0023-KAS-295X200,0,0,,
IR3-0024-KAS-345X230,0,0,,
IR3-0025-KAS-300X202,0,0,,
IR3-0026-KAS-335X228,0,0,,
IR3-0027-KAS-435X335,0,0,,
IR3-0028-KAS-414X305,1,0,,
IR3-0029-KAS-400X295,0,0,,
IR3-0030-KAS-400X305,1,0,,
IR3-0031-KAS-354X247,0,0,,
IR3-0032-KAS-340X250,0,0,,
IR3-0033-KAS-352X255,1,0,,
IR3-0034-KAS-400X255,1,0,,
IR3-0035-KAS-390X263,1,0,,
IR3-0036-KAS-390X263,0,0,,
IR3-0037-KAS-353X254,1,0,,
IR3-0038-KAS-343X250,1,0,,
IR3-0039-KAS-350X248,1,0,,
IR3-0040-KAS-345X250,1,0,,
IR3-0041-KAS-352X243,0,0,,
IR3-0042-KAS-392X290,0,0,,
IR3-0043-KAS-395X290,0,0,,
IR3-0044-KAS-380X267,0,0,,
IR3-0045-KAS-363X255,1,0,,
IR3-0046-KAS-353X245,0,0,,
IR3-0047-KAS-350X244,1,0,,
IR3-0048-KAS-360X250,1,0,,
IR3-0049-KAS-347X248,1,0,,
IR3-0050-KAS-345X248,1,0,,
IR3-0051-KAS-343X245,1,0,,
IR3-0052-KAS-340X250,1,0,,
IR3-0053-KAS-365X258,1,0,,
IR3-0054-KAS-350X252,1,0,,
IR3-0055-KAS-373X262,1,0,,
